i_node,j_node,origin_zone,dest_zone,demand,segment_num,cost_minutes,length_metres,edge_type,WKT,od_pair,location_desc
30101100116,55459,30101100116,30501110926,2.483472107,1,0.0,48.4532512,connector,"LINESTRING(153.218784299257 -27.5197922662246,153.2187698 -27.5193552)",30101100116_30501110926,Story Bridge Eastern-side
55459,55458,30101100116,30501110926,2.483472107,2,0.17517174,58.39058,network,"LINESTRING(153.2193546 -27.5194315,153.2187698 -27.5193552)",30101100116_30501110926,Story Bridge Eastern-side
55458,55969,30101100116,30501110926,2.483472107,3,0.73313934,244.37978,network,"LINESTRING(153.2189429 -27.5216061,153.2193546 -27.5194315)",30101100116_30501110926,Story Bridge Eastern-side
55969,55971,30101100116,30501110926,2.483472107,4,0.25757241,85.85747,network,"LINESTRING(153.2189429 -27.5216061,153.2198001 -27.5217337)",30101100116_30501110926,Story Bridge Eastern-side
55971,55975,30101100116,30501110926,2.483472107,5,0.22487412,74.95804,network,"LINESTRING(153.2198001 -27.5217337,153.2205485 -27.521845)",30101100116_30501110926,Story Bridge Eastern-side
55975,268208,30101100116,30501110926,2.483472107,6,0.25733964,85.77988,network,"LINESTRING(153.2204091 -27.5225957,153.2205485 -27.521845)",30101100116_30501110926,Story Bridge Eastern-side
268208,268209,30101100116,30501110926,2.483472107,7,0.03746331,12.48777,network,"LINESTRING(153.2204091 -27.5225957,153.2205339 -27.5226136)",30101100116_30501110926,Story Bridge Eastern-side
268209,80059,30101100116,30501110926,2.483472107,8,0.02793921,9.31307,network,"LINESTRING(153.2205339 -27.5226136,153.2205165 -27.5226962)",30101100116_30501110926,Story Bridge Eastern-side
80059,80058,30101100116,30501110926,2.483472107,9,0.03608283,12.02761,network,"LINESTRING(153.2204415 -27.5227817,153.2205165 -27.5226962)",30101100116_30501110926,Story Bridge Eastern-side
80058,80065,30101100116,30501110926,2.483472107,10,0.03367128,11.22376,network,"LINESTRING(153.2204265 -27.5228821,153.2204415 -27.5227817)",30101100116_30501110926,Story Bridge Eastern-side
80065,80063,30101100116,30501110926,2.483472107,11,0.12738771,42.46257,network,"LINESTRING(153.2203576 -27.5232603,153.2204265 -27.5228821)",30101100116_30501110926,Story Bridge Eastern-side
80063,80061,30101100116,30501110926,2.483472107,12,0.01765242,5.88414,network,"LINESTRING(153.2203503 -27.523313,153.2203576 -27.5232603)",30101100116_30501110926,Story Bridge Eastern-side
80061,79843,30101100116,30501110926,2.483472107,13,0.85066632,472.5924,network,"LINESTRING(153.2203503 -27.523313,153.2158563 -27.5225895)",30101100116_30501110926,Story Bridge Eastern-side
79843,79842,30101100116,30501110926,2.483472107,14,0.08739222,29.13074,network,"LINESTRING(153.2158818 -27.5223276,153.2158563 -27.5225895)",30101100116_30501110926,Story Bridge Eastern-side
79842,79851,30101100116,30501110926,2.483472107,15,0.04384389,14.61463,network,"LINESTRING(153.2158945 -27.5221962,153.2158818 -27.5223276)",30101100116_30501110926,Story Bridge Eastern-side
79851,269095,30101100116,30501110926,2.483472107,16,0.027171018,10.06334,network,"LINESTRING(153.2157935 -27.5221844,153.2158945 -27.5221962)",30101100116_30501110926,Story Bridge Eastern-side
