i_node,j_node,origin_zone,dest_zone,demand,segment_num,cost_minutes,length_metres,edge_type,WKT,od_pair,location_desc
30304106820,54775,30304106820,30401108409,9.205462341,1,0.0,95.03989192,connector,"LINESTRING(153.017617260961 -27.5444470672635,153.0178494 -27.5452794)",30304106820_30401108409,Walter Taylor Bridge
54775,54774,30304106820,30401108409,9.205462341,2,0.56068977,186.89659,network,"LINESTRING(153.0181221 -27.5436104,153.0178494 -27.5452794)",30304106820_30401108409,Walter Taylor Bridge
54774,54776,30304106820,30401108409,9.205462341,3,0.30133998,100.44666,network,"LINESTRING(153.0181221 -27.5436104,153.0171195 -27.5434587)",30304106820_30401108409,Walter Taylor Bridge
54776,193398,30304106820,30401108409,9.205462341,4,0.18320904,61.06968,network,"LINESTRING(153.0171195 -27.5434587,153.0165114 -27.5433591)",30304106820_30401108409,Walter Taylor Bridge
193398,57488,30304106820,30401108409,9.205462341,5,0.06327636,21.09212,network,"LINESTRING(153.0165114 -27.5433591,153.0163001 -27.5433316)",30304106820_30401108409,Walter Taylor Bridge
57488,193401,30304106820,30401108409,9.205462341,6,0.23518971,78.39657,network,"LINESTRING(153.0163001 -27.5433316,153.0155419 -27.5431333)",30304106820_30401108409,Walter Taylor Bridge
193401,30408,30304106820,30401108409,9.205462341,7,0.17289597,57.63199,network,"LINESTRING(153.0155419 -27.5431333,153.0150726 -27.5428253)",30304106820_30401108409,Walter Taylor Bridge
30408,57548,30304106820,30401108409,9.205462341,8,0.23707989,79.02663,network,"LINESTRING(153.0150726 -27.5428253,153.0144877 -27.5423387)",30304106820_30401108409,Walter Taylor Bridge
57548,30406,30304106820,30401108409,9.205462341,9,0.10489473,34.96491,network,"LINESTRING(153.0144877 -27.5423387,153.0141958 -27.5421602)",30304106820_30401108409,Walter Taylor Bridge
30406,30407,30304106820,30401108409,9.205462341,10,0.3656544,121.8848,network,"LINESTRING(153.0141958 -27.5421602,153.0130898 -27.5416937)",30304106820_30401108409,Walter Taylor Bridge
30407,30396,30304106820,30401108409,9.205462341,11,0.05697342,12.66076,network,"LINESTRING(153.0130898 -27.5416937,153.012968520936 -27.5416567216959)",30304106820_30401108409,Walter Taylor Bridge
30396,30413,30304106820,30401108409,9.205462341,12,0.03907521,8.68338,network,"LINESTRING(153.012968520936 -27.5416567216959,153.012885341777 -27.5416313601524)",30304106820_30401108409,Walter Taylor Bridge
30413,183452,30304106820,30401108409,9.205462341,13,0.043849305,9.74429,network,"LINESTRING(153.012885341777 -27.5416313601524,153.012792 -27.5416029)",30304106820_30401108409,Walter Taylor Bridge
183452,335725,30304106820,30401108409,9.205462341,14,0.096584445,21.46321,network,"LINESTRING(153.012792 -27.5416029,153.0125781 -27.5415688)",30304106820_30401108409,Walter Taylor Bridge
335725,146024,30304106820,30401108409,9.205462341,15,0.05766246,12.81388,network,"LINESTRING(153.0125781 -27.5415688,153.0124484 -27.5415664)",30304106820_30401108409,Walter Taylor Bridge
146024,146025,30304106820,30401108409,9.205462341,16,0.11455848,25.45744,network,"LINESTRING(153.0124484 -27.5415664,153.0121907 -27.54157)",30304106820_30401108409,Walter Taylor Bridge
146025,176796,30304106820,30401108409,9.205462341,17,0.09185814,20.41292,network,"LINESTRING(153.0121907 -27.54157,153.0119841 -27.5415717)",30304106820_30401108409,Walter Taylor Bridge
176796,176797,30304106820,30401108409,9.205462341,18,0.05577027,18.59009,network,"LINESTRING(153.0119841 -27.5415717,153.0118201 -27.5416502)",30304106820_30401108409,Walter Taylor Bridge
176797,343263,30304106820,30401108409,9.205462341,19,0.028998567,10.74021,network,"LINESTRING(153.0117313 -27.5415944,153.0118201 -27.5416502)",30304106820_30401108409,Walter Taylor Bridge
343263,176793,30304106820,30401108409,9.205462341,20,0.024347142,9.01746,network,"LINESTRING(153.0116451 -27.5415676,153.0117313 -27.5415944)",30304106820_30401108409,Walter Taylor Bridge
176793,299775,30304106820,30401108409,9.205462341,21,0.032538591,12.05133,network,"LINESTRING(153.0115316 -27.5415277,153.0116451 -27.5415676)",30304106820_30401108409,Walter Taylor Bridge
299775,299779,30304106820,30401108409,9.205462341,22,0.031429161,11.64043,network,"LINESTRING(153.011492 -27.5414511,153.0115316 -27.5415277)",30304106820_30401108409,Walter Taylor Bridge
299779,285645,30304106820,30401108409,9.205462341,23,0.026081487,9.65981,network,"LINESTRING(153.0115132 -27.541366,153.011492 -27.5414511)",30304106820_30401108409,Walter Taylor Bridge
285645,343264,30304106820,30401108409,9.205462341,24,0.016971066,6.28558,network,"LINESTRING(153.011524 -27.5413101,153.0115132 -27.541366)",30304106820_30401108409,Walter Taylor Bridge
343264,176847,30304106820,30401108409,9.205462341,25,0.024049359,8.90717,network,"LINESTRING(153.0115394 -27.5412309,153.011524 -27.5413101)",30304106820_30401108409,Walter Taylor Bridge
176847,343275,30304106820,30401108409,9.205462341,26,0.009029907,3.34441,network,"LINESTRING(153.0115531 -27.5412033,153.0115394 -27.5412309)",30304106820_30401108409,Walter Taylor Bridge
343275,343274,30304106820,30401108409,9.205462341,27,0.018427473,6.82499,network,"LINESTRING(153.0115677 -27.5411431,153.0115531 -27.5412033)",30304106820_30401108409,Walter Taylor Bridge
343274,343273,30304106820,30401108409,9.205462341,28,0.024517458,9.08054,network,"LINESTRING(153.0115871 -27.541063,153.0115677 -27.5411431)",30304106820_30401108409,Walter Taylor Bridge
343273,343261,30304106820,30401108409,9.205462341,29,0.027734562,10.27206,network,"LINESTRING(153.0116091 -27.5409724,153.0115871 -27.541063)",30304106820_30401108409,Walter Taylor Bridge
343261,343259,30304106820,30401108409,9.205462341,30,3.24608985,1202.2555,network,"LINESTRING(153.0121831 -27.5302443,153.0116091 -27.5409724)",30304106820_30401108409,Walter Taylor Bridge
343259,343258,30304106820,30401108409,9.205462341,31,0.009441198,3.49674,network,"LINESTRING(153.0121754 -27.5302135,153.0121831 -27.5302443)",30304106820_30401108409,Walter Taylor Bridge
343258,300781,30304106820,30401108409,9.205462341,32,0.030613599,11.33837,network,"LINESTRING(153.0121858 -27.5301116,153.0121754 -27.5302135)",30304106820_30401108409,Walter Taylor Bridge
300781,347868,30304106820,30401108409,9.205462341,33,0.033517665,12.41395,network,"LINESTRING(153.0121938 -27.5299998,153.0121858 -27.5301116)",30304106820_30401108409,Walter Taylor Bridge
347868,176747,30304106820,30401108409,9.205462341,34,0.409199283,151.55529,network,"LINESTRING(153.0114099 -27.5291955,153.0121938 -27.5299998)",30304106820_30401108409,Walter Taylor Bridge
176747,95711,30304106820,30401108409,9.205462341,35,0.03148698,10.49566,network,"LINESTRING(153.0113057 -27.529177,153.0114099 -27.5291955)",30304106820_30401108409,Walter Taylor Bridge
95711,95709,30304106820,30401108409,9.205462341,36,0.02266887,7.55629,network,"LINESTRING(153.0112307 -27.5291636,153.0113057 -27.529177)",30304106820_30401108409,Walter Taylor Bridge
95709,291529,30304106820,30401108409,9.205462341,37,0.051703407,19.14941,network,"LINESTRING(153.0112536 -27.528992,153.0112307 -27.5291636)",30304106820_30401108409,Walter Taylor Bridge
291529,291533,30304106820,30401108409,9.205462341,38,0.222929631,82.56653,network,"LINESTRING(153.0113893 -27.5282568,153.0112536 -27.528992)",30304106820_30401108409,Walter Taylor Bridge
291533,176761,30304106820,30401108409,9.205462341,39,0.167214483,61.93129,network,"LINESTRING(153.0114958 -27.5277062,153.0113893 -27.5282568)",30304106820_30401108409,Walter Taylor Bridge
176761,30687,30304106820,30401108409,9.205462341,40,1.637700201,606.55563,network,"LINESTRING(153.006221 -27.5266369,153.0114958 -27.5277062)",30304106820_30401108409,Walter Taylor Bridge
30687,146039,30304106820,30401108409,9.205462341,41,0.234760761,86.94843,network,"LINESTRING(153.005486 -27.5262682,153.006221 -27.5266369)",30304106820_30401108409,Walter Taylor Bridge
146039,146037,30304106820,30401108409,9.205462341,42,0.053807085,19.92855,network,"LINESTRING(153.0053176 -27.5261976,153.005486 -27.5262682)",30304106820_30401108409,Walter Taylor Bridge
146037,10807,30304106820,30401108409,9.205462341,43,0.026670411,9.87793,network,"LINESTRING(153.0052832 -27.5261139,153.0053176 -27.5261976)",30304106820_30401108409,Walter Taylor Bridge
10807,10805,30304106820,30401108409,9.205462341,44,0.07852059,26.17353,network,"LINESTRING(153.0051193 -27.5259317,153.0052832 -27.5261139)",30304106820_30401108409,Walter Taylor Bridge
10805,10804,30304106820,30401108409,9.205462341,45,0.08897643,29.65881,network,"LINESTRING(153.0049855 -27.5256921,153.0051193 -27.5259317)",30304106820_30401108409,Walter Taylor Bridge
